Name,Type,Level,Rarity,Damage,Health,Energy,Sanity,Timestamp
Gold Dragon,Dragon,11,Rank 0,11d2+1,21.22,22.01,21.74,2024-08-03 11:09:44
Ghast,Undead,1,Rank 1,1d4+3,4.19,3.58,4.39,2024-08-03 11:09:44
Lightning Archfey,Fey,7,Rank 1,7d4+2,28.56,29.85,28.88,2024-08-03 11:09:44
Nightmare,Demonic,5,Rank 2,5d6+2,28.07,30.15,32.21,2024-08-03 11:09:44
Brass Drake,Dragon,5,Rank 3,5d8+2,40.99,38.01,41.51,2024-08-03 11:09:44
Blue Faerie,Fey,11,Rank 1,11d4,45.06,43.99,43.32,2024-08-03 11:09:44
Faerie Dragon,Dragon,7,Rank 3,7d8+3,59.4,55.31,54.68,2024-08-03 11:09:44
Magma Spirit,Fey,5,Rank 1,5d4+3,21.71,20.15,20.1,2024-08-03 11:09:44
Night Hag,Demonic,5,Rank 0,5d2+1,9.9,10.41,9.36,2024-08-03 11:09:44
Lich King,Undead,4,Rank 2,4d6+3,22.73,22.65,26.39,2024-08-03 11:09:44
Onyx Archfey,Fey,13,Rank 4,13d10,133.24,127.12,131.59,2024-08-03 11:09:44
Hell Hound,Demonic,6,Rank 0,6d2+5,12.26,12.93,11.79,2024-08-03 11:09:44
Efreeti,Elemental,3,Rank 0,3d2,5.6,5.32,5.07,2024-08-03 11:09:44
Pit Lord,Devilkin,7,Rank 0,7d2+1,13.22,13.01,13.45,2024-08-03 11:09:44
Pseudodragon,Dragon,14,Rank 2,14d6+1,81.93,84.16,84.94,2024-08-03 11:09:44
Lich,Undead,2,Rank 0,2d2,4.35,3.89,4.36,2024-08-03 11:09:44
Mud Archfey,Fey,6,Rank 0,6d2+1,12.8,11.18,11.96,2024-08-03 11:09:44
Night Hag,Demonic,4,Rank 2,4d6,22.5,21.09,22.75,2024-08-03 11:09:44
Wight,Undead,6,Rank 3,6d8,50.2,50.17,46.23,2024-08-03 11:09:44
Ice Spirit,Fey,2,Rank 1,2d4+1,7.84,6.9,8.57,2024-08-03 11:09:44
Pit Lord,Devilkin,14,Rank 2,14d6+4,83.52,85.09,84.9,2024-08-03 11:09:44
Lich King,Undead,13,Rank 0,13d2,25.66,25.85,26.27,2024-08-03 11:09:44
Magma Elemental,Elemental,14,Rank 4,14d10,142.89,135.95,137.48,2024-08-03 11:09:44
Goblin Villager,Devilkin,14,Rank 0,14d2,27.91,28.18,28.72,2024-08-03 11:09:44
Bronze Dragon,Dragon,8,Rank 1,8d4,33.35,31.44,33.15,2024-08-03 11:09:44
Mud Elemental,Elemental,4,Rank 0,4d2+1,8.93,8.71,8.0,2024-08-03 11:09:44
Imp,Demonic,16,Rank 0,16d2,32.85,32.45,32.46,2024-08-03 11:09:44
Ice Mephit,Elemental,3,Rank 3,3d8+1,25.57,22.86,23.09,2024-08-03 11:09:44
Flame Spirit,Fey,6,Rank 0,6d2+1,12.3,11.35,11.44,2024-08-03 11:09:44
Pit Lord,Devilkin,5,Rank 1,5d4+1,18.44,19.1,20.73,2024-08-03 11:09:44
Hell Hound,Demonic,11,Rank 2,11d6+2,64.83,67.62,67.05,2024-08-03 11:09:44
Efreeti,Elemental,4,Rank 0,4d2+4,8.99,8.61,7.44,2024-08-03 11:09:44
Night Hag,Demonic,14,Rank 0,14d2+3,27.25,28.58,27.19,2024-08-03 11:09:44
Djinni,Elemental,10,Rank 0,10d2+4,20.25,20.14,20.02,2024-08-03 11:09:44
Sapphire Archfey,Fey,17,Rank 0,17d2+2,34.65,33.6,34.03,2024-08-03 11:09:44
Pit Lord,Devilkin,4,Rank 0,4d2+3,7.14,7.73,7.89,2024-08-03 11:09:44
Pit Fiend,Demonic,5,Rank 0,5d2,9.07,9.38,9.41,2024-08-03 11:09:44
Prismatic Dragon,Dragon,2,Rank 5,2d12+1,26.94,23.5,23.33,2024-08-03 11:09:44
Spore Elemental,Elemental,15,Rank 0,15d2+3,30.54,30.79,29.79,2024-08-03 11:09:44
Night Hag,Demonic,2,Rank 2,2d6+1,14.03,9.82,9.84,2024-08-03 11:09:44
Poltergeist,Undead,2,Rank 3,2d8+2,14.98,19.76,16.01,2024-08-03 11:09:44
Prince of Fear,Devilkin,4,Rank 0,4d2+1,8.29,7.04,8.88,2024-08-03 11:09:44
Gold Dragon,Dragon,7,Rank 0,7d2,14.99,13.89,13.36,2024-08-03 11:09:44
Lightning Elemental,Elemental,10,Rank 2,10d6+2,58.2,58.87,60.34,2024-08-03 11:09:44
Brass Faerie,Fey,3,Rank 2,3d6+2,20.69,16.05,18.88,2024-08-03 11:09:44
Nightmare,Demonic,3,Rank 1,3d4+3,12.63,12.69,10.98,2024-08-03 11:09:44
Lich,Undead,12,Rank 1,12d4,48.86,48.2,47.99,2024-08-03 11:09:44
Magma Archfey,Fey,12,Rank 3,12d8,96.01,92.37,95.04,2024-08-03 11:09:44
Pit Lord,Devilkin,5,Rank 0,5d2+3,9.62,10.13,9.83,2024-08-03 11:09:44
Diamond Dragon,Dragon,3,Rank 0,3d2+4,6.99,5.35,6.69,2024-08-03 11:09:44
Gold Faerie,Fey,2,Rank 3,2d8+1,14.42,12.5,18.63,2024-08-03 11:09:44
Pit Lord,Devilkin,5,Rank 0,5d2,10.08,9.69,9.68,2024-08-03 11:09:44
White Drake,Dragon,5,Rank 0,5d2+5,10.04,9.92,9.94,2024-08-03 11:09:44
Spore Elemental,Elemental,5,Rank 2,5d6+3,31.77,30.09,29.99,2024-08-03 11:09:44
Quasit,Demonic,8,Rank 2,8d6+1,45.21,48.07,50.09,2024-08-03 11:09:44
Wight,Undead,4,Rank 3,4d8+1,28.8,30.87,28.63,2024-08-03 11:09:44
Succubus,Devilkin,13,Rank 1,13d4+1,52.28,50.86,52.87,2024-08-03 11:09:44
Banshee,Undead,5,Rank 2,5d6+1,30.34,31.65,32.74,2024-08-03 11:09:44
Lightning Mephit,Elemental,10,Rank 0,10d2+4,19.07,20.39,20.63,2024-08-03 11:09:44
Prismatic Archfey,Fey,12,Rank 2,12d6+4,73.43,70.22,72.75,2024-08-03 11:09:44
Goblin Mage,Devilkin,9,Rank 2,9d6+1,55.04,55.99,51.12,2024-08-03 11:09:44
Faerie Dragon,Dragon,4,Rank 4,4d10,42.37,41.3,36.0,2024-08-03 11:09:44
Djinni,Elemental,8,Rank 1,8d4+1,31.64,33.86,31.36,2024-08-03 11:09:44
Steam Devil,Devilkin,15,Rank 2,15d6,88.28,91.75,88.52,2024-08-03 11:09:44
Mummy Lord,Undead,5,Rank 5,5d12+2,57.72,54.97,61.26,2024-08-03 11:09:44
Succubus,Devilkin,16,Rank 1,16d4+2,62.89,64.85,64.12,2024-08-03 11:09:44
Pseudodragon,Dragon,17,Rank 4,17d10+1,170.43,168.29,174.0,2024-08-03 11:09:44
Lich,Undead,6,Rank 2,6d6,38.69,37.95,35.74,2024-08-03 11:09:44
Prince of Fear,Devilkin,14,Rank 2,14d6,85.44,82.75,82.45,2024-08-03 11:09:44
Wyvern,Dragon,12,Rank 2,12d6+1,73.64,74.49,72.48,2024-08-03 11:09:44
Djinni,Elemental,16,Rank 2,16d6+1,98.52,97.78,93.24,2024-08-03 11:09:44
Pit Fiend,Demonic,6,Rank 3,6d8,44.18,49.01,48.61,2024-08-03 11:09:44
Poltergeist,Undead,2,Rank 1,2d4+2,9.11,7.06,7.0,2024-08-03 11:09:44
Magma Archfey,Fey,12,Rank 1,12d4,47.97,48.53,48.75,2024-08-03 11:09:44
Goblin Guard,Devilkin,13,Rank 2,13d6+2,79.34,78.36,76.19,2024-08-03 11:09:44
Pseudodragon,Dragon,8,Rank 1,8d4,33.56,32.44,32.14,2024-08-03 11:09:44
Ruby Faerie,Fey,3,Rank 2,3d6+3,17.75,17.92,17.32,2024-08-03 11:09:44
Kobold Villager,Devilkin,2,Rank 0,2d2+1,4.23,4.28,4.52,2024-08-03 11:09:44
Sapphire Dragon,Dragon,5,Rank 1,5d4+1,21.78,19.46,21.45,2024-08-03 11:09:44
Mud Mephit,Elemental,14,Rank 0,14d2,28.38,28.03,28.95,2024-08-03 11:09:44
Pit Lord,Devilkin,3,Rank 0,3d2,6.4,5.46,6.84,2024-08-03 11:09:44
Prismatic Dragon,Dragon,14,Rank 2,14d6,83.98,82.7,81.71,2024-08-03 11:09:44
Wraith,Undead,16,Rank 1,16d4+1,63.54,64.51,64.21,2024-08-03 11:09:44
Ice Elemental,Elemental,6,Rank 2,6d6+1,34.46,38.43,35.55,2024-08-03 11:09:44
Pit Lord,Devilkin,3,Rank 0,3d2+5,6.82,5.07,6.08,2024-08-03 11:09:44
Faerie Dragon,Dragon,4,Rank 1,4d4+1,16.16,16.08,15.21,2024-08-03 11:09:44
Magma Elemental,Elemental,12,Rank 3,12d8+1,94.26,95.01,96.15,2024-08-03 11:09:44
Mud Devil,Devilkin,10,Rank 2,10d6+3,60.03,59.39,60.3,2024-08-03 11:09:44
Ruby Drake,Dragon,14,Rank 1,14d4+3,56.75,55.54,55.61,2024-08-03 11:09:44
Ice Mephit,Elemental,4,Rank 1,4d4+1,17.63,17.97,15.92,2024-08-03 11:09:44
Prince of Fear,Devilkin,5,Rank 3,5d8,38.59,39.15,38.78,2024-08-03 11:09:44
Bronze Drake,Dragon,7,Rank 4,7d10+1,73.1,67.28,69.31,2024-08-03 11:09:44
Efreeti,Elemental,8,Rank 1,8d4,30.64,30.85,33.96,2024-08-03 11:09:44
Imp,Demonic,14,Rank 0,14d2+1,28.34,27.07,28.9,2024-08-03 11:09:44
Efreeti,Elemental,9,Rank 2,9d6,55.86,54.5,56.26,2024-08-03 11:09:44
Imp,Demonic,13,Rank 0,13d2+1,26.78,25.98,25.55,2024-08-03 11:09:44
Lich King,Undead,4,Rank 1,4d4,16.5,15.41,16.41,2024-08-03 11:09:44
Shadow Mephit,Elemental,9,Rank 1,9d4+1,36.16,36.8,35.88,2024-08-03 11:09:44
Balor,Demonic,6,Rank 0,6d2+2,11.73,11.58,12.46,2024-08-03 11:09:44
Skeletal Archer,Undead,14,Rank 2,14d6+1,83.16,82.29,85.4,2024-08-03 11:09:44
White Faerie,Fey,8,Rank 0,8d2+1,15.29,16.48,16.77,2024-08-03 11:09:44
Nightmare,Demonic,11,Rank 0,11d2+1,22.05,22.44,22.56,2024-08-03 11:09:44
Mud Elemental,Elemental,10,Rank 4,10d10+3,97.27,102.49,104.01,2024-08-03 11:09:44
Quasit,Demonic,12,Rank 0,12d2+2,23.17,24.68,23.36,2024-08-03 11:09:44
Efreeti,Elemental,8,Rank 1,8d4+1,32.18,32.55,33.88,2024-08-03 11:09:44
Goblin Knight,Devilkin,7,Rank 2,7d6,43.98,40.88,42.14,2024-08-03 11:09:44
Prismatic Wyrmling,Dragon,10,Rank 0,10d2+3,20.36,19.9,20.53,2024-08-03 11:09:44
Steam Spirit,Fey,18,Rank 4,18d10+3,176.2,183.89,183.05,2024-08-03 11:09:44
Hell Hound,Demonic,2,Rank 5,2d12+1,22.12,24.42,25.37,2024-08-03 11:09:44
Dracolich,Undead,6,Rank 1,6d4+3,22.01,22.85,22.69,2024-08-03 11:09:44
Spore Elemental,Elemental,14,Rank 0,14d2,28.92,28.01,28.98,2024-08-03 11:09:44
Pit Fiend,Demonic,6,Rank 1,6d4,22.73,22.58,24.61,2024-08-03 11:09:44
Pseudodragon,Dragon,11,Rank 4,11d10+3,109.93,110.13,108.22,2024-08-03 11:09:44
Djinni,Elemental,4,Rank 3,4d8,30.44,35.28,28.11,2024-08-03 11:09:44
Lightning Devil,Devilkin,9,Rank 1,9d4,37.25,35.22,36.38,2024-08-03 11:09:44
Mummy Lord,Undead,4,Rank 0,4d2+3,8.26,7.38,7.16,2024-08-03 11:09:44
Bronze Faerie,Fey,12,Rank 1,12d4,49.13,48.66,48.86,2024-08-03 11:09:44
Pit Fiend,Demonic,7,Rank 0,7d2,13.48,14.07,14.78,2024-08-03 11:09:44
Magma Mephit,Elemental,8,Rank 1,8d4+5,32.2,33.94,32.4,2024-08-03 11:09:44
Succubus,Devilkin,4,Rank 3,4d8+1,31.75,28.2,30.28,2024-08-03 11:09:44
Mummy Lord,Undead,12,Rank 0,12d2+2,24.26,24.47,24.63,2024-08-03 11:09:44
Djinni,Elemental,11,Rank 1,11d4,43.08,42.95,44.2,2024-08-03 11:09:44
Blue Archfey,Fey,7,Rank 2,7d6,39.08,40.54,41.56,2024-08-03 11:09:44
Green Drake,Dragon,5,Rank 0,5d2+2,9.47,9.39,10.31,2024-08-03 11:09:44
Smoke Elemental,Elemental,13,Rank 5,13d12,150.81,154.54,152.05,2024-08-03 11:09:44
Goblin Mage,Devilkin,5,Rank 2,5d6,29.59,28.26,29.64,2024-08-03 11:09:44
Balor,Demonic,17,Rank 0,17d2,34.45,34.41,34.09,2024-08-03 11:09:44
Demilich,Undead,13,Rank 0,13d2,25.81,26.38,25.57,2024-08-03 11:09:44
Ruby Faerie,Fey,11,Rank 2,11d6+2,64.74,68.92,66.66,2024-08-03 11:09:44
Pseudodragon,Dragon,10,Rank 0,10d2,19.08,19.64,19.29,2024-08-03 11:09:44
Efreeti,Elemental,11,Rank 2,11d6+1,64.96,65.45,68.11,2024-08-03 11:09:44
Goblin Guard,Devilkin,11,Rank 3,11d8+1,87.1,90.35,86.6,2024-08-03 11:09:44
Dracolich,Undead,7,Rank 0,7d2+1,13.47,13.82,13.54,2024-08-03 11:09:44
Lightning Elemental,Elemental,6,Rank 1,6d4+1,24.83,24.77,23.4,2024-08-03 11:09:44
Hell Hound,Demonic,6,Rank 0,6d2+2,12.63,11.11,11.24,2024-08-03 11:09:44
Revenant,Undead,5,Rank 0,5d2,9.01,9.86,10.32,2024-08-03 11:09:44
Magma Mephit,Elemental,8,Rank 0,8d2+2,16.78,15.24,15.45,2024-08-03 11:09:44
Incubus,Devilkin,4,Rank 1,4d4+3,14.75,15.34,15.44,2024-08-03 11:09:44
Wraith,Undead,14,Rank 0,14d2+3,28.88,28.94,28.66,2024-08-03 11:09:44
Smoke Devil,Devilkin,17,Rank 4,17d10+3,172.07,174.7,171.26,2024-08-03 11:09:44
Brass Dragon,Dragon,5,Rank 3,5d8,41.5,40.64,41.3,2024-08-03 11:09:44
Lightning Mephit,Elemental,2,Rank 1,2d4+3,6.57,8.51,7.27,2024-08-03 11:09:44
Incubus,Devilkin,11,Rank 1,11d4+2,43.14,45.87,45.08,2024-08-03 11:09:44
Nightmare,Demonic,16,Rank 0,16d2+4,31.21,32.15,31.29,2024-08-03 11:09:44
Banshee,Undead,4,Rank 1,4d4+3,17.05,14.11,17.85,2024-08-03 11:09:44
Magma Archfey,Fey,3,Rank 0,3d2+1,5.2,6.74,5.61,2024-08-03 11:09:44
Night Hag,Demonic,2,Rank 0,2d2+2,4.49,4.16,4.25,2024-08-03 11:09:44
Ghoul,Undead,8,Rank 4,8d10+3,83.69,79.5,79.12,2024-08-03 11:09:44
Mud Spirit,Fey,19,Rank 2,19d6,112.62,115.68,115.04,2024-08-03 11:09:44
Night Hag,Demonic,6,Rank 1,6d4,25.14,23.85,23.6,2024-08-03 11:09:44
Revenant,Undead,11,Rank 0,11d2+1,21.85,21.96,22.8,2024-08-03 11:09:44
Lightning Spirit,Fey,3,Rank 0,3d2,5.98,5.58,6.85,2024-08-03 11:09:44
Hell Hound,Demonic,5,Rank 4,5d10,46.22,52.61,51.49,2024-08-03 11:09:44
Diamond Dragon,Dragon,6,Rank 2,6d6+1,36.55,35.75,37.34,2024-08-03 11:09:44
Djinni,Elemental,4,Rank 2,4d6+3,25.68,24.56,25.69,2024-08-03 11:09:44
Imp,Demonic,7,Rank 3,7d8+3,58.81,56.82,53.32,2024-08-03 11:09:44
Demilich,Undead,6,Rank 2,6d6+2,35.18,38.94,35.48,2024-08-03 11:09:44
Magma Elemental,Elemental,10,Rank 3,10d8,80.26,83.66,81.63,2024-08-03 11:09:44
Goblin Villager,Devilkin,4,Rank 4,4d10+1,37.22,39.15,40.56,2024-08-03 11:09:44
Death Knight,Undead,8,Rank 0,8d2,16.57,15.79,15.01,2024-08-03 11:09:44
Spore Spirit,Fey,2,Rank 3,2d8,14.55,17.49,16.31,2024-08-03 11:09:44
Goblin Archer,Devilkin,3,Rank 0,3d2+2,6.68,6.21,6.22,2024-08-03 11:09:44
Hell Hound,Demonic,5,Rank 1,5d4,19.03,19.5,20.83,2024-08-03 11:09:44
Poltergeist,Undead,6,Rank 3,6d8+1,46.82,51.9,49.54,2024-08-03 11:09:44
Black Faerie,Fey,16,Rank 0,16d2+2,31.9,31.51,32.1,2024-08-03 11:09:44
Imp,Demonic,6,Rank 1,6d4+2,25.47,24.11,24.05,2024-08-03 11:09:44
Efreeti,Elemental,14,Rank 2,14d6+4,81.25,82.51,86.48,2024-08-03 11:09:44
Prince of Fear,Devilkin,5,Rank 1,5d4+1,19.9,18.52,20.39,2024-08-03 11:09:44
Balor,Demonic,9,Rank 1,9d4+2,34.94,37.87,37.93,2024-08-03 11:09:44
Mummy,Undead,3,Rank 2,3d6+2,19.73,20.48,20.16,2024-08-03 11:09:44
Lightning Mephit,Elemental,5,Rank 1,5d4,20.43,20.82,19.58,2024-08-03 11:09:44
Imp,Demonic,2,Rank 2,2d6+2,10.82,13.76,10.54,2024-08-03 11:09:44
Efreeti,Elemental,3,Rank 4,3d10+3,32.17,26.96,32.32,2024-08-03 11:09:44
Steam Spirit,Fey,4,Rank 2,4d6+4,21.61,21.68,23.87,2024-08-03 11:09:44
Hook Horror,Demonic,9,Rank 1,9d4,35.37,35.17,36.23,2024-08-03 11:09:44
Ghoul,Undead,7,Rank 4,7d10,72.34,72.46,69.24,2024-08-03 11:09:44
Magma Elemental,Elemental,6,Rank 0,6d2,12.66,11.49,12.53,2024-08-03 11:09:44
Balor,Demonic,4,Rank 0,4d2+1,8.75,7.91,8.38,2024-08-03 11:09:44
Djinni,Elemental,3,Rank 0,3d2+3,6.69,5.07,6.64,2024-08-03 11:09:44
Incubus,Devilkin,5,Rank 0,5d2+1,9.64,9.01,9.93,2024-08-03 11:09:44
Nightmare,Demonic,14,Rank 3,14d8,108.71,112.37,110.34,2024-08-03 11:09:44
Djinni,Elemental,9,Rank 0,9d2,17.41,18.24,18.55,2024-08-03 11:09:44
Goblin Knight,Devilkin,5,Rank 2,5d6+1,31.68,30.87,28.52,2024-08-03 11:09:44
Dracolich,Undead,6,Rank 2,6d6+1,33.46,37.91,33.93,2024-08-03 11:09:44
Brass Archfey,Fey,4,Rank 3,4d8,30.92,28.7,33.17,2024-08-03 11:09:44
Mud Devil,Devilkin,9,Rank 0,9d2,17.46,17.72,18.86,2024-08-03 11:09:44
Ghast,Undead,7,Rank 0,7d2+2,13.21,14.58,13.05,2024-08-03 11:09:44
Ice Spirit,Fey,8,Rank 3,8d8+2,65.12,65.1,65.76,2024-08-03 11:09:44
Quasit,Demonic,17,Rank 0,17d2+2,34.1,33.41,34.02,2024-08-03 11:09:44
Magma Mephit,Elemental,9,Rank 2,9d6+3,51.08,55.76,53.89,2024-08-03 11:09:44
Hell Hound,Demonic,14,Rank 2,14d6+3,83.66,86.75,82.54,2024-08-03 11:09:44
Wyvern,Dragon,3,Rank 2,3d6,17.25,16.56,20.85,2024-08-03 11:09:44
Djinni,Elemental,4,Rank 2,4d6,23.43,24.85,26.81,2024-08-03 11:09:44
Mud Archfey,Fey,13,Rank 1,13d4,51.25,51.42,53.87,2024-08-03 11:09:44
Imp,Demonic,11,Rank 0,11d2+2,21.89,22.17,22.37,2024-08-03 11:09:44
Vampire,Undead,11,Rank 3,11d8+1,89.13,91.85,89.06,2024-08-03 11:09:44
Emerald Archfey,Fey,2,Rank 3,2d8+2,13.63,16.0,15.77,2024-08-03 11:09:44
Night Hag,Demonic,5,Rank 2,5d6+2,29.83,29.11,29.43,2024-08-03 11:09:44
Ghast,Undead,10,Rank 4,10d10,97.37,96.45,103.46,2024-08-03 11:09:44
Gold Faerie,Fey,3,Rank 2,3d6+1,16.23,17.16,18.26,2024-08-03 11:09:44
Hell Hound,Demonic,7,Rank 0,7d2+1,13.01,13.72,14.75,2024-08-03 11:09:44
Zombie Mage,Undead,6,Rank 4,6d10,60.49,60.59,59.03,2024-08-03 11:09:44
Ice Archfey,Fey,11,Rank 2,11d6,68.12,65.84,66.55,2024-08-03 11:09:44
Copper Demon,Demonic,18,Rank 0,18d2,35.1,36.91,35.17,2024-08-03 11:09:44
Flame Mephit,Elemental,9,Rank 5,9d12+1,113.85,110.07,111.53,2024-08-03 11:09:44
Kobold Guard,Devilkin,3,Rank 0,3d2+4,5.57,6.45,6.95,2024-08-03 11:09:44
Emerald Dragon,Dragon,5,Rank 3,5d8+1,41.62,38.51,40.2,2024-08-03 11:09:44
Ruby Faerie,Fey,6,Rank 1,6d4,24.48,22.33,23.24,2024-08-03 11:09:44
Hell Hound,Demonic,7,Rank 0,7d2,14.71,14.99,14.83,2024-08-03 11:09:44
Wyvern,Dragon,13,Rank 2,13d6+3,77.57,77.89,78.15,2024-08-03 11:09:44
Efreeti,Elemental,6,Rank 4,6d10+2,57.49,57.98,57.38,2024-08-03 11:09:44
White Faerie,Fey,9,Rank 4,9d10,90.9,93.92,86.74,2024-08-03 11:09:44
Nightmare,Demonic,10,Rank 2,10d6+3,62.75,61.63,58.32,2024-08-03 11:09:44
Lich King,Undead,6,Rank 1,6d4,23.72,23.25,25.0,2024-08-03 11:09:44
Smoke Elemental,Elemental,10,Rank 4,10d10+2,97.88,96.66,104.89,2024-08-03 11:09:44
Pit Fiend,Demonic,15,Rank 0,15d2+3,30.06,30.65,29.98,2024-08-03 11:09:44
Pseudodragon,Dragon,9,Rank 4,9d10+1,86.54,88.0,86.16,2024-08-03 11:09:44
Dust Mephit,Elemental,13,Rank 4,13d10+4,132.97,132.97,129.88,2024-08-03 11:09:44
Prismatic Faerie,Fey,3,Rank 0,3d2+2,6.09,6.66,5.73,2024-08-03 11:09:44
Night Hag,Demonic,13,Rank 2,13d6+3,79.92,80.14,77.22,2024-08-03 11:09:44
Ghostly Villager,Undead,7,Rank 1,7d4+3,29.68,26.53,29.52,2024-08-03 11:09:44
Goblin Archer,Devilkin,12,Rank 4,12d10+2,121.96,117.3,122.76,2024-08-03 11:09:44
Pseudodragon,Dragon,9,Rank 0,9d2+3,17.31,17.37,17.04,2024-08-03 11:09:44
Flame Elemental,Elemental,7,Rank 0,7d2+1,13.37,13.71,13.09,2024-08-03 11:09:44
Goblin Knight,Devilkin,3,Rank 1,3d4+2,11.64,12.77,12.31,2024-08-03 11:09:44
Silver Dragon,Dragon,6,Rank 0,6d2,11.14,12.0,11.79,2024-08-03 11:09:44
Banshee,Undead,17,Rank 4,17d10+1,167.32,173.51,169.18,2024-08-03 11:09:44
Platinum Archfey,Fey,12,Rank 3,12d8,97.68,97.42,95.45,2024-08-03 11:09:44
Quasit,Demonic,6,Rank 1,6d4,23.71,22.48,22.42,2024-08-03 11:09:44
Demilich,Undead,8,Rank 1,8d4+3,32.61,31.14,31.88,2024-08-03 11:09:44
Mud Archfey,Fey,15,Rank 0,15d2,29.64,29.01,29.41,2024-08-03 11:09:44
Hell Hound,Demonic,3,Rank 1,3d4,11.99,12.84,10.7,2024-08-03 11:09:44
Wyvern,Dragon,3,Rank 1,3d4+1,12.03,11.02,11.75,2024-08-03 11:09:44
Onyx Faerie,Fey,4,Rank 0,4d2+3,8.48,8.54,8.94,2024-08-03 11:09:44
Pit Fiend,Demonic,8,Rank 3,8d8,61.3,63.35,66.24,2024-08-03 11:09:44
Wyvern,Dragon,10,Rank 0,10d2+1,20.84,20.58,20.45,2024-08-03 11:09:44
Steam Elemental,Elemental,6,Rank 1,6d4,25.96,23.65,24.45,2024-08-03 11:09:44
Pit Lord,Devilkin,2,Rank 0,2d2+2,3.47,4.27,3.23,2024-08-03 11:09:44
Zombie Villager,Undead,14,Rank 0,14d2+1,28.04,27.46,28.39,2024-08-03 11:09:44
Red Archfey,Fey,7,Rank 3,7d8,56.82,54.14,58.02,2024-08-03 11:09:44
Pseudodragon,Dragon,5,Rank 2,5d6+2,28.4,28.76,29.83,2024-08-03 11:09:44
Spore Elemental,Elemental,2,Rank 2,2d6,11.66,10.94,11.66,2024-08-03 11:09:44
Dust Devil,Devilkin,2,Rank 0,2d2+1,3.06,4.73,3.8,2024-08-03 11:09:44
Faerie Dragon,Dragon,2,Rank 2,2d6+5,12.71,13.05,10.55,2024-08-03 11:09:44
Flame Elemental,Elemental,5,Rank 4,5d10+3,52.23,47.59,53.47,2024-08-03 11:09:44
Sapphire Faerie,Fey,14,Rank 2,14d6+2,84.12,85.86,85.97,2024-08-03 11:09:44
Wyvern,Dragon,13,Rank 2,13d6+1,79.77,75.3,77.95,2024-08-03 11:09:44
Efreeti,Elemental,6,Rank 3,6d8+1,48.48,49.85,48.94,2024-08-03 11:09:44
Succubus,Devilkin,4,Rank 5,4d12,45.37,52.95,46.75,2024-08-03 11:09:44
Onyx Dragon,Dragon,12,Rank 2,12d6+3,74.2,70.38,74.62,2024-08-03 11:09:44
Smoke Spirit,Fey,13,Rank 1,13d4+2,51.14,51.38,52.28,2024-08-03 11:09:44
Pit Fiend,Demonic,7,Rank 0,7d2+1,14.89,14.32,14.08,2024-08-03 11:09:44
Ice Mephit,Elemental,3,Rank 1,3d4+2,13.28,13.98,11.44,2024-08-03 11:09:44
Succubus,Devilkin,7,Rank 1,7d4+1,28.37,27.8,26.04,2024-08-03 11:09:44
Pseudodragon,Dragon,18,Rank 2,18d6,108.2,105.15,109.27,2024-08-03 11:09:44
Spore Spirit,Fey,6,Rank 2,6d6+1,33.31,37.91,35.09,2024-08-03 11:09:44
Dust Devil,Devilkin,7,Rank 4,7d10,68.39,69.37,65.2,2024-08-03 11:09:44
Balor,Demonic,13,Rank 0,13d2,26.33,25.89,25.0,2024-08-03 11:09:44
Red Dragon,Dragon,4,Rank 0,4d2,7.26,8.23,8.91,2024-08-03 11:09:44
Flame Archfey,Fey,4,Rank 2,4d6+5,24.67,23.17,24.13,2024-08-03 11:09:44
Imp,Demonic,8,Rank 0,8d2+4,15.99,16.03,16.24,2024-08-03 11:09:44
Death Knight,Undead,4,Rank 0,4d2+2,8.71,8.75,7.89,2024-08-03 11:09:44
Platinum Faerie,Fey,3,Rank 3,3d8+5,20.73,27.5,26.88,2024-08-03 11:09:44
Onyx Demon,Demonic,8,Rank 0,8d2,15.46,15.33,15.82,2024-08-03 11:09:44
Smoke Mephit,Elemental,8,Rank 1,8d4,30.12,31.66,33.79,2024-08-03 11:09:44
Pit Fiend,Demonic,15,Rank 0,15d2+4,29.01,29.62,29.09,2024-08-03 11:09:44
Revenant,Undead,2,Rank 2,2d6+1,14.9,13.6,12.83,2024-08-03 11:09:44
Copper Faerie,Fey,16,Rank 0,16d2,32.96,31.02,31.8,2024-08-03 11:09:44
Balor,Demonic,6,Rank 1,6d4,22.56,22.27,24.6,2024-08-03 11:09:44
Efreeti,Elemental,18,Rank 0,18d2+3,36.17,36.19,36.31,2024-08-03 11:09:44
Goblin Archer,Devilkin,7,Rank 2,7d6+4,43.4,44.04,43.06,2024-08-03 11:09:44
Emerald Dragon,Dragon,19,Rank 0,19d2+1,38.21,37.39,37.2,2024-08-03 11:09:44
Ice Mephit,Elemental,9,Rank 1,9d4,34.56,34.42,37.28,2024-08-03 11:09:44
Goblin Knight,Devilkin,10,Rank 2,10d6,61.23,59.35,60.47,2024-08-03 11:09:44
Ruby Drake,Dragon,3,Rank 3,3d8,22.39,25.52,22.45,2024-08-03 11:09:44
White Faerie,Fey,13,Rank 0,13d2+3,25.64,26.57,25.97,2024-08-03 11:09:44
Hell Hound,Demonic,5,Rank 1,5d4+2,19.08,20.82,20.48,2024-08-03 11:09:44
Ghast,Undead,10,Rank 1,10d4+4,41.5,40.46,38.7,2024-08-03 11:09:44
